Entity ID,Entity Type,Canonical Name,Country,Parent Entity ID,Status
COMP_PLIVE,Company,Prologis Logistics Investment Venture Europe,Europe,,Active
COMP_TBILISI_DRY_PORT,Company,Tbilisi Dry Port LLC,Georgia,,Active
COMP_WILHELMSEN_PORT_SERVICES,Company,Wilhelmsen Port Services,Norway,,Active
COMP_INVECO,Company,Inveco LLC,Georgia,,Active
COMP_CENTREPORT,Company,CentrePort Canada Inc.,Canada,,Active
COMP_ETIHAD_RAIL,Company,Etihad Rail,United Arab Emirates,,Active
COMP_KEZAD,Company,KEZAD Group,United Arab Emirates,,Active
COMP_JAFZA,Company,Jebel Ali Free Zone (JAFZA),United Arab Emirates,,Active
COMP_DHL_AG,Company,DHL AG,Germany,,Active
COMP_DHL_EXPRESS,Company,DHL Express,Germany,COMP_DHL_AG,Active
COMP_DHL_GLOBAL_FORWARDING,Company,DHL Global Forwarding,Germany,COMP_DHL_AG,Active
COMP_DHL_SUPPLY_CHAIN,Company,DHL Supply Chain,Germany,COMP_DHL_AG,Active
COMP_DHL_ECOMMERCE,Company,DHL eCommerce,Germany,COMP_DHL_AG,Active
COMP_DEUTSCHE_POST,Company,Deutsche Post AG,Germany,COMP_DHL_AG,Active
COMP_DHL_AVIATION,Company,DHL Aviation,Germany,COMP_DHL_AG,Active
COMP_FEDEX_CORP,Company,FedEx Corporation,United States,,Active
COMP_FEDERAL_EXPRESS,Company,Federal Express Corporation,United States,COMP_FEDEX_CORP,Active
COMP_FEDEX_SUPPLY_CHAIN,Company,FedEx Supply Chain,United States,COMP_FEDEX_CORP,Active
COMP_FEDEX_FREIGHT,Company,FedEx Freight Holding Company,United States,,Active
COMP_AMAZON,Company,"Amazon.com, Inc.",United States,,Active
COMP_AMAZON_SUPPLY_CHAIN,Company,Amazon Supply Chain Services,United States,COMP_AMAZON,Active
COMP_AMAZON_GLOBAL_LOGISTICS,Company,Amazon Global Logistics,United States,COMP_AMAZON,Active
COMP_AMAZON_FREIGHT,Company,Amazon Freight,United States,COMP_AMAZON,Active
COMP_AMAZON_AIR,Company,Amazon Air,United States,COMP_AMAZON,Active
COMP_SUN_COUNTRY,Company,Sun Country Airlines,United States,COMP_ALLEGIANT,Active
COMP_ALLEGIANT,Company,Allegiant Travel Company,United States,,Active
COMP_ADQ,Company,Abu Dhabi Developmental Holding Company PJSC (ADQ),United Arab Emirates,,Active
COMP_Q_LOGISTICS,Company,Q Logistics Holding LLC,United Arab Emirates,COMP_ADQ,Active
COMP_ARAMEX,Company,Aramex PJSC,United Arab Emirates,COMP_ADQ,Active
PERSON_0034,Person,Tobias Meyer,,,Active
PERSON_0035,Person,John Pearson,,,Active
PERSON_0036,Person,Hendrik Venter,,,Active
PERSON_0037,Person,Oscar de Bok,,,Active
PERSON_0038,Person,Pablo Ciano,,,Active
PERSON_0039,Person,Raj Subramaniam,,,Active
PERSON_0040,Person,Andy Jassy,,,Active
PERSON_0041,Person,Amadou Diallo,,,Active
